ra,dec,type,const,mag,name,rarad,decrad,id,r1,r2,angle,dso_source,id1,cat1,id2,cat2,dupid,dupcat,display_mag
1.81792,-31.9968,Gxy,-,16.38,,0.47593,-0.55845,401160,,,95,3,3209014,PGC,,,,,
1.80414,-28.3369,Gxy,-,16.78,,0.472323,-0.494572,401161,,,55,3,3209177,PGC,,,,,
1.92772,-16.9438,Gxy,-,16.64,,0.504676,-0.295725,401162,0.72,0.26,117.7,3,891225,PGC,,,,,
5.7874,-16.9398,Gxy,-,16.89,,1.51514,-0.295656,401163,0.28,0.15,135,3,891304,PGC,,,,,
2.0541,-27.341,Gxy,-,16.8,,0.537762,-0.47719,401164,,,150,3,3207475,PGC,,,,,
9.79096,-16.9363,Gxy,-,16.81,,2.56327,-0.295594,401165,0.51,0.23,2,3,891343,PGC,,,,,
2.03568,-29.2276,Gxy,-,16.48,,0.53294,-0.510117,401166,,,70,3,3207628,PGC,,,,,
2.00397,-27.8789,Gxy,-,16.89,,0.524638,-0.486579,401167,,,125,3,3207818,PGC,,,,,
1.9728,-31.9534,Gxy,-,16.59,,0.516478,-0.557691,401168,,,115,3,3208020,PGC,,,,,
1.48619,-31.5782,Gxy,-,16.45,,0.389084,-0.551144,401169,,,25,3,3206582,PGC,,,,,
1.40474,-30.9647,Gxy,-,16.75,,0.36776,-0.540436,401170,,,45,3,3206766,PGC,,,,,
2.11586,-30.24,Gxy,-,16.87,,0.553931,-0.527788,401171,,,105,3,3207042,PGC,,,,,
3.84584,-16.9277,Gxy,-,16.71,,1.00684,-0.295444,401172,0.36,0.29,44,3,891472,PGC,,,,,
14.4199,-16.9275,Gxy,-,16.93,,3.77511,-0.295441,401173,0.95,0.15,171,3,891477,PGC,,,,,
14.395,-16.9268,Gxy,-,16.28,,3.7686,-0.295428,401174,0.78,0.3,21,3,891481,PGC,,,,,
11.3784,-16.926,Gxy,-,16.68,,2.97886,-0.295415,401175,0.71,0.21,14,3,891496,PGC,,,,,
1.58005,-30.9809,Gxy,-,16.7,,0.413656,-0.540718,401176,,,175,3,3206338,PGC,,,,,
1.57345,-31.6057,Gxy,-,16.41,,0.411928,-0.551624,401177,,,80,3,3206374,PGC,,,,,
2.56581,-16.9214,Gxy,-,16.52,,0.671727,-0.295333,401178,0.45,0.34,32,3,891574,PGC,,,,,
2.9978,-16.9209,Gxy,-,16.85,,0.784822,-0.295326,401179,0.4,0.33,74,3,891582,PGC,,,,,
4.78137,-16.9201,Gxy,-,16.79,,1.25176,-0.295312,401180,0.52,0.22,34,3,891594,PGC,,,,,
1.38976,-30.5763,Gxy,-,16.68,,0.363838,-0.533657,401181,,,60,3,3205924,PGC,,,,,
4.8959,-16.9186,Gxy,-,16.81,,1.28174,-0.295285,401182,0.56,0.13,10,3,891618,PGC,,,,,
1.66944,-29.4575,Gxy,-,16.82,,0.437058,-0.51413,401183,,,70,3,3205194,PGC,,,,,
1.63833,-29.7621,Gxy,-,16.52,,0.428914,-0.519447,401184,,,140,3,3205295,PGC,,,,,
12.0744,-16.9104,Gxy,-,16.2,,3.16108,-0.295143,401185,0.58,0.49,139,3,891752,PGC,,,,,
1.71096,-29.0693,Gxy,-,16.67,,0.447928,-0.507355,401186,,,175,3,3205059,PGC,,,,,
1.75501,-28.2427,Gxy,-,16.85,,0.45946,-0.492928,401187,,,135,3,3204039,PGC,,,,,
12.3997,-16.9037,Gxy,-,16.91,,3.24624,-0.295026,401188,0.41,0.21,126,3,891853,PGC,,,,,
1.37004,-30.8799,Gxy,-,16.85,,0.358676,-0.538957,401189,,,160,3,3203188,PGC,,,,,
0.94992,-16.8948,Gxy,-,16.8,,0.248689,-0.294869,401190,0.38,0.26,43,3,892006,PGC,,,,,
1.26454,-29.1926,Gxy,-,16.85,,0.331056,-0.509507,401191,,,10,3,3202268,PGC,,,,,
1.24276,-30.8309,Gxy,-,16.82,,0.325354,-0.5381,401192,,,145,3,3202347,PGC,,,,,
10.3559,-16.8895,Gxy,-,16.87,,2.71116,-0.294778,401193,0.47,0.32,68,3,892065,PGC,,,,,
1.1892,-30.3702,Gxy,-,16.99,,0.311332,-0.53006,401194,,,25,3,3202552,PGC,,,,,
4.44743,-16.8829,Gxy,-,16.64,,1.16433,-0.294662,401195,0.54,0.17,140,3,892150,PGC,,,,,
9.45113,-16.8818,Gxy,-,16.92,,2.4743,-0.294644,401196,0.68,0.18,120,3,892177,PGC,,,,,
13.3671,-16.8803,Gxy,-,16.8,,3.4995,-0.294617,401197,0.66,0.19,156,3,892190,PGC,,,,,
1.24943,-28.0587,Gxy,-,16.77,,0.3271,-0.489716,401198,,,135,3,3201210,PGC,,,,,
10.171,-16.876,Gxy,-,16.66,,2.66276,-0.294542,401199,0.74,0.14,163,3,892255,PGC,,,,,
20.3775,-16.8746,Gxy,-,16.82,,5.33481,-0.294517,401200,0.52,0.27,80,3,892278,PGC,,,,,
0.78611,-31.1463,Gxy,-,16.44,,0.205803,-0.543606,401201,,,135,3,3200586,PGC,,,,,
0.76669,-29.0332,Gxy,-,16.94,,0.200719,-0.506725,401202,,,85,3,3199711,PGC,,,,,
14.3963,-16.8673,Gxy,-,16.6,,3.76893,-0.29439,401203,0.39,0.3,43,3,892389,PGC,,,,,
0.63454,-30.8671,Gxy,-,16.4,,0.166122,-0.538733,401204,,,140,3,3200132,PGC,,,,,
13.0081,-16.8643,Gxy,-,16.67,,3.4055,-0.294337,401205,0.54,0.26,142,3,892427,PGC,,,,,
0.67721,-27.996,Gxy,-,16.57,,0.177293,-0.488622,401206,,,115,3,3198844,PGC,,,,,
0.64084,-28.5164,Gxy,-,16.76,,0.167772,-0.497705,401207,,,105,3,3198957,PGC,,,,,
0.3574,-30.9596,Gxy,-,16.83,,0.0935671,-0.540347,401208,,,145,3,3197602,PGC,,,,,
0.95728,-28.1883,Gxy,-,16.96,,0.250615,-0.491979,401209,,,85,3,3198016,PGC,,,,,
13.1597,-16.852,Gxy,-,16.87,,3.44519,-0.294122,401210,0.78,0.17,85,3,892631,PGC,,,,,
0.59936,-31.6133,Gxy,-,16.36,,0.156912,-0.551756,401211,,,10,3,3197225,PGC,,,,,
2.17456,-16.8423,Gxy,-,16.83,,0.569299,-0.293954,401212,0.45,0.28,38,3,892754,PGC,,,,,
0.60726,-29.5454,Gxy,-,16.68,,0.15898,-0.515665,401213,,,170,3,3196355,PGC,,,,,
0.53219,-29.4035,Gxy,-,16.97,,0.139327,-0.513188,401214,,,50,3,3196509,PGC,,,,,
0.42674,-27.9698,Gxy,-,16.65,,0.11172,-0.488165,401215,,,,3,3195971,PGC,,,,,
0.41,-28.4787,Gxy,-,16.87,,0.107338,-0.497047,401216,,,105,3,3196006,PGC,,,,,
22.0625,-16.83,Gxy,-,16.84,,5.77594,-0.29374,401217,0.59,0.22,62,3,892909,PGC,,,,,
0.38012,-27.6387,Gxy,-,16.51,,0.0995152,-0.482386,401218,,,100,3,3196061,PGC,,,,,
13.3537,-16.8296,Gxy,-,16.89,,3.496,-0.293732,401219,0.41,0.33,1,3,892914,PGC,,,,,
23.9785,-29.613,Gxy,-,16.59,,6.27756,-0.516845,401220,,,125,3,3194560,PGC,,,,,
0.215,-31.1767,Gxy,-,16.39,,0.0562869,-0.544136,401221,,,40,3,3194862,PGC,,,,,
0.11471,-31.387,Gxy,-,16.57,,0.030031,-0.547806,401222,,,55,3,3195056,PGC,,,,,
23.4035,-16.8272,Gxy,-,16.96,,6.12702,-0.293689,401223,0.36,0.23,21,3,892957,PGC,,,,,
13.3961,-16.8255,Gxy,-,16.63,,3.50709,-0.29366,401224,0.45,0.29,146,3,892980,PGC,,,,,
2.75624,-16.8249,Gxy,-,16.91,,0.721582,-0.29365,401225,0.42,0.35,40,3,892994,PGC,,,,,
23.865,-31.0317,Gxy,-,16.67,,6.24784,-0.541605,401226,,,35,3,3195603,PGC,,,,,
0.10563,-29.4503,Gxy,-,16.88,,0.0276539,-0.514005,401227,,,55,3,3194308,PGC,,,,,
9.92991,-16.821,Gxy,-,16.83,,2.59964,-0.293581,401228,0.36,0.31,22,3,893052,PGC,,,,,
23.6078,-35.8745,Gxy,-,16.55,,6.18051,-0.626128,401229,,,160,3,3193050,PGC,,,,,
23.539,-34.0469,Gxy,-,16.95,,6.16249,-0.59423,401230,,,165,3,3192746,PGC,,,,,
10.5339,-16.8119,Gxy,-,16.7,,2.75777,-0.293422,401231,0.5,0.32,29,3,893198,PGC,,,,,
23.7775,-35.5957,Gxy,-,16.91,,6.22494,-0.621262,401232,,,125,3,3192068,PGC,,,,,
1.40167,-16.8054,Gxy,-,16.92,,0.366956,-0.293309,401233,0.33,0.23,111,3,893291,PGC,,,,,
23.1278,-34.4648,Gxy,-,16.99,,6.05485,-0.601524,401234,,,40,3,3190792,PGC,,,,,
14.9721,-16.7952,Gxy,-,16.99,,3.91969,-0.293132,401235,0.49,0.2,152,3,893417,PGC,,,,,
11.4039,-16.7912,Gxy,-,16.91,,2.98553,-0.293062,401236,0.81,0.52,61,3,893485,PGC,,,,,
9.35911,-16.7864,Gxy,-,16.46,,2.45021,-0.292979,401237,0.48,0.28,100,3,893545,PGC,,,,,
9.69996,-16.7808,Gxy,-,16.88,,2.53944,-0.29288,401238,0.74,0.25,65,3,893620,PGC,,,,,
23.6504,-16.7803,Gxy,-,16.6,,6.19166,-0.292872,401239,1,0.39,18,3,893630,PGC,,,,,
11.8173,-16.78,Gxy,-,16.99,,3.09376,-0.292866,401240,0.54,0.15,107,3,893633,PGC,,,,,
1.12261,-16.7752,Gxy,-,16.98,,0.293899,-0.292783,401241,0.85,0.16,3,3,893705,PGC,,,,,
0.45066,-16.7753,Gxy,-,16.74,,0.117982,-0.292785,401242,0.44,0.31,15,3,893710,PGC,,,,,
23.2269,-33.7012,Gxy,-,16.57,,6.0808,-0.588197,401243,,,100,3,3189455,PGC,,,,,
9.34477,-16.7644,Gxy,-,16.28,,2.44646,-0.292594,401244,0.69,0.4,137,3,893867,PGC,,,,,
22.6601,-34.1575,Gxy,-,16.81,,5.9324,-0.596161,401245,,,135,3,3188752,PGC,,,,,
22.6551,-34.7982,Gxy,-,16.45,,5.9311,-0.607342,401246,,,10,3,3188765,PGC,,,,,
10.225,-16.7574,Gxy,-,16.4,,2.6769,-0.292471,401247,0.54,0.3,113,3,893958,PGC,,,,,
22.8724,-34.4716,Gxy,-,16.58,,5.98798,-0.601644,401248,,,70,3,3187968,PGC,,,,,
2.68511,-16.7426,Gxy,-,16.8,,0.70296,-0.292213,401249,0.35,0.27,66,3,894177,PGC,,,,,
21.0535,-16.7374,Gxy,-,16.74,,5.51179,-0.292122,401250,0.49,0.32,142.5,3,894250,PGC,,,,,
14.9462,-16.7336,Gxy,-,16.95,,3.9129,-0.292056,401251,0.44,0.33,115,3,894320,PGC,,,,,
22.9235,-33.1958,Gxy,-,16.38,,6.00135,-0.579377,401252,,,175,3,3186896,PGC,,,,,
22.6469,-35.7295,Gxy,-,16.79,,5.92894,-0.623597,401253,,,25,3,3186222,PGC,,,,,
22.3974,-36.2176,Gxy,-,16.79,,5.86364,-0.632116,401254,,,40,3,3186366,PGC,,,,,
10.0574,-16.728,Gxy,-,16.18,,2.63303,-0.291958,401255,0.5,0.37,172,3,894411,PGC,,,,,
14.1692,-16.7238,Gxy,-,16.84,,3.70949,-0.291885,401256,0.46,0.22,4,3,894455,PGC,,,,,
1.80061,-16.7186,Gxy,-,16.57,,0.471399,-0.291794,401257,0.56,0.21,22,3,894545,PGC,,,,,
22.5224,-35.0995,Gxy,-,16.76,,5.89636,-0.612602,401258,,,80,3,3185590,PGC,,,,,
10.7722,-16.7122,Gxy,-,16.66,,2.82014,-0.291682,401259,0.6,0.46,93,3,894645,PGC,,,,,
20.464,-16.7098,Gxy,-,16.65,,5.35746,-0.29164,401260,0.49,0.28,36,3,894676,PGC,,,,,
22.3473,-32.9409,Gxy,-,16.57,,5.85052,-0.574927,401261,,,0,3,3185174,PGC,,,,,
4.94762,-16.7031,Gxy,-,16.92,,1.29528,-0.291524,401262,0.5,0.27,51,3,894763,PGC,,,,,
21.9398,-34.1109,Gxy,-,16.93,,5.74382,-0.595348,401263,,,50,3,3184345,PGC,,,,,
3.83474,-16.7014,Gxy,-,16.87,,1.00393,-0.291494,401264,0.36,0.31,160,3,894784,PGC,,,,,
21.9254,-33.2141,Gxy,-,16.55,,5.74006,-0.579696,401265,,,25,3,3183671,PGC,,,,,
2.74289,-35.1355,Gxy,-,16.81,,0.718087,-0.61323,401266,,,10,3,3182323,PGC,,,,,
3.42619,-33.872,Gxy,-,16.3,,0.896974,-0.591178,401267,,,50,3,3182453,PGC,,,,,
10.1665,-16.6925,Gxy,-,16.51,,2.66159,-0.291339,401268,0.36,0.32,160,3,894906,PGC,,,,,
11.7185,-16.6924,Gxy,-,16.96,,3.06791,-0.291338,401269,0.32,0.24,160,3,894908,PGC,,,,,
3.28076,-33.3009,Gxy,-,16.81,,0.858901,-0.58121,401270,,,,3,3182664,PGC,,,,,
23.2132,-16.6917,Gxy,-,16.96,,6.0772,-0.291325,401271,0.36,0.22,119,3,894919,PGC,,,,,
12.0773,-16.6838,Gxy,-,16.5,,3.16182,-0.291188,401272,0.49,0.19,84,3,895029,PGC,,,,,
0.00649,-16.6793,Gxy,-,16.76,,0.0016991,-0.291109,401273,0.72,0.2,60,3,895098,PGC,,,,,
11.0608,-16.6777,Gxy,-,16.37,,2.89572,-0.29108,401274,0.6,0.3,89,3,895124,PGC,,,,,
2.08875,-35.3354,Gxy,-,16.62,,0.546834,-0.616719,401275,,,145,3,3178725,PGC,,,,,
2.07761,-34.8269,Gxy,-,16.44,,0.543917,-0.607844,401276,,,105,3,3178743,PGC,,,,,
11.701,-16.6663,Gxy,-,16.12,,3.06331,-0.290882,401277,0.45,0.28,55,3,895274,PGC,,,,,
2.68033,-16.6592,Gxy,-,16.3,,0.701709,-0.290759,401278,0.54,0.38,4,3,895349,PGC,,,,,
1.59979,-34.0199,Gxy,-,16.96,,0.418824,-0.593759,401279,,,125,3,3176919,PGC,,,,,
5.02082,-16.6489,Gxy,-,16.93,,1.31445,-0.290578,401280,0.51,0.42,76,3,895497,PGC,,,,,
10.242,-16.6464,Gxy,-,16.75,,2.68136,-0.290534,401281,0.36,0.28,92,3,895529,PGC,,,,,
7.38077,21.0441,Gxy,-,16.08,,1.93228,0.367289,401282,,,83.8,3,3094677,PGC,,,,,
1.31908,-34.1917,Gxy,-,16.3,,0.345334,-0.596758,401283,,,110,3,3175144,PGC,,,,,
1.37373,-33.3159,Gxy,-,16.58,,0.359642,-0.581472,401284,,,45,3,3174235,PGC,,,,,
1.30792,-32.8362,Gxy,-,16.6,,0.342413,-0.573099,401285,,,85,3,3174390,PGC,,,,,
10.915,-16.6289,Gxy,-,16.87,,2.85755,-0.290228,401286,0.51,0.22,104,3,895735,PGC,,,,,
0.64288,-16.6273,Gxy,-,16.86,,0.168306,-0.290201,401287,0.39,0.22,15,3,895748,PGC,,,,,
11.7864,-21.8941,Gxy,-,16.34,,3.08567,-0.382123,401288,,,50,3,3094519,PGC,,,,,
13.3316,-16.6197,Gxy,-,16.42,,3.4902,-0.290069,401289,0.78,0.4,119,3,895848,PGC,,,,,
0.40953,-34.5647,Gxy,-,16.78,,0.107215,-0.603268,401290,,,25,3,3172194,PGC,,,,,
22.1342,-16.6138,Gxy,-,16.43,,5.79471,-0.289966,401291,0.43,0.24,13,3,895918,PGC,,,,,
3.88686,-16.6124,Gxy,-,16.87,,1.01758,-0.289941,401292,0.41,0.35,130,3,895931,PGC,,,,,
5.57852,-16.6044,Gxy,-,16.78,,1.46045,-0.289802,401293,0.56,0.27,64,3,896010,PGC,,,,,
11.058,-16.6022,Gxy,-,16.88,,2.89497,-0.289762,401294,0.38,0.35,,3,896044,PGC,,,,,
12.1778,-21.7176,Gxy,-,16.47,,3.18814,-0.379044,401295,,,140,3,3094520,PGC,,,,,
23.9844,-34.4294,Gxy,-,16.68,,6.27911,-0.600906,401296,,,100,3,3170391,PGC,,,,,
14.4079,-16.59,Gxy,-,16.85,,3.77198,-0.28955,401297,0.45,0.27,171,3,896201,PGC,,,,,
0.0502,-33.6287,Gxy,-,16.63,,0.0131423,-0.586932,401298,,,85,3,3169126,PGC,,,,,
23.9155,-32.4374,Gxy,-,16.58,,6.26106,-0.566139,401299,,,140,3,3169454,PGC,,,,,
0.812,-16.5769,Gxy,-,16.24,,0.212581,-0.289322,401300,0.45,0.29,26,3,896373,PGC,,,,,
10.4429,-16.5729,Gxy,-,16.74,,2.73393,-0.289252,401301,0.37,0.23,174,3,896408,PGC,,,,,
13.2061,-16.5709,Gxy,-,16.51,,3.45735,-0.289216,401302,0.4,0.25,20,3,896443,PGC,,,,,
10.3767,-16.5663,Gxy,-,16.58,,2.71662,-0.289137,401303,0.39,0.22,143,3,896488,PGC,,,,,
13.019,67.9647,Gxy,-,16.29,,3.40837,1.18621,401304,0.65,0.4,37.5,3,3141208,PGC,,,,,
11.5561,68.1032,Gxy,-,16.96,,3.02538,1.18863,401305,0.46,0.32,15,3,3141250,PGC,,,,,
11.9403,68.179,Gxy,-,16,,3.12597,1.18995,401306,0.6,0.53,163.6,3,3141273,PGC,,,,,
11.5767,67.8736,Gxy,-,16.93,,3.03078,1.18462,401307,0.43,0.37,94.5,3,3141175,PGC,,,,,
0.54136,-20.8575,Gxy,-,16.88,,0.141728,-0.364031,401308,,,55,3,3094450,PGC,,,,,
12.1541,67.6404,Gxy,-,16.27,,3.18193,1.18055,401309,0.71,0.47,,3,3141060,PGC,,,,,
13.193,-16.5544,Gxy,-,16.43,,3.45391,-0.288928,401310,0.79,0.25,1,3,896672,PGC,,,,,
11.6034,67.674,Gxy,-,16.7,,3.03777,1.18113,401311,0.49,0.35,89.1,3,3141080,PGC,,,,,
13.2781,67.6884,Gxy,-,16.28,,3.4762,1.18139,401312,0.68,0.44,48.2,3,3141087,PGC,,,,,
11.7081,67.4672,Gxy,-,16.01,,3.06518,1.17752,401313,0.74,0.44,77.4,3,3140967,PGC,,,,,
11.2185,67.4678,Gxy,-,16.9,,2.937,1.17754,401314,0.42,0.24,109.8,3,3140969,PGC,,,,,
13.28,67.4732,Gxy,-,16.19,,3.4767,1.17763,401315,0.62,0.46,176.5,3,3140971,PGC,,,,,
11.2544,67.5,Gxy,-,16.88,,2.94638,1.1781,401316,0.44,0.3,104.4,3,3140986,PGC,,,,,
10.9128,67.2388,Gxy,-,16.41,,2.85695,1.17354,401317,0.56,0.22,50.5,3,3140837,PGC,,,,,
11.2858,67.2428,Gxy,-,16.36,,2.95461,1.17361,401318,0.69,0.33,145.1,3,3140839,PGC,,,,,
11.3958,67.0768,Gxy,-,16.82,,2.98342,1.17071,401319,0.58,0.35,17.4,3,3140737,PGC,,,,,
11.536,67.1012,Gxy,-,16.17,,3.02012,1.17114,401320,0.69,0.35,39.4,3,3140747,PGC,,,,,
8.64649,-16.5305,Gxy,-,16.51,,2.26365,-0.288512,401321,0.56,0.31,11,3,896957,PGC,,,,,
9.90141,-16.5261,Gxy,-,16.78,,2.59218,-0.288435,401322,0.4,0.26,20,3,897023,PGC,,,,,
13.7846,-16.5239,Gxy,-,16.08,,3.6088,-0.288397,401323,1.2,0.22,30,3,897055,PGC,,,,,
10.1662,-16.5231,Gxy,-,16.94,,2.6615,-0.288383,401324,0.44,0.2,168,3,897066,PGC,,,,,
11.4076,66.9808,Gxy,-,16.27,,2.98649,1.16903,401325,0.54,0.46,,3,3140679,PGC,,,,,
12.2379,-16.522,Gxy,-,16.93,,3.20387,-0.288364,401326,0.3,0.21,142,3,897086,PGC,,,,,
10.9862,67.0378,Gxy,-,16.58,,2.87617,1.17003,401327,0.51,0.3,4.9,3,3140713,PGC,,,,,
11.3757,66.756,Gxy,-,16.47,,2.97816,1.16511,401328,0.55,0.44,115.9,3,3140572,PGC,,,,,
13.8673,66.839,Gxy,-,16.32,,3.63045,1.16656,401329,0.69,0.49,160.3,3,3140616,PGC,,,,,
13.2385,66.8706,Gxy,-,16.13,,3.46583,1.16711,401330,0.63,0.48,103.3,3,3140627,PGC,,,,,
10.9427,66.6153,Gxy,-,16.34,,2.86479,1.16266,401331,0.59,0.34,58.4,3,3140493,PGC,,,,,
21.742,-16.5096,Gxy,-,16.59,,5.69204,-0.288146,401332,0.56,0.42,25,3,897208,PGC,,,,,
11.0575,66.6697,Gxy,-,16.27,,2.89483,1.16361,401333,0.52,0.32,158.9,3,3140523,PGC,,,,,
23.7168,-16.507,Gxy,-,16.7,,6.20904,-0.288101,401334,0.34,0.25,130,3,897250,PGC,,,,,
5.08019,-16.5068,Gxy,-,16.88,,1.32999,-0.288098,401335,0.69,0.55,110,3,897254,PGC,,,,,
21.3634,-16.5064,Gxy,-,16.76,,5.59291,-0.288092,401336,0.55,0.38,135,3,897258,PGC,,,,,
4.87583,-21.0641,Gxy,-,16.45,,1.27649,-0.367637,401337,,,105,3,3094477,PGC,,,,,
11.3512,66.5141,Gxy,-,16.48,,2.97174,1.16089,401338,1,0.21,36.3,3,3140421,PGC,,,,,
11.9521,66.5866,Gxy,-,16.47,,3.12904,1.16216,401339,0.5,0.46,,3,3140476,PGC,,,,,
13.9044,66.5875,Gxy,-,16.95,,3.64017,1.16217,401340,0.31,0.21,9.4,3,3140478,PGC,,,,,
13.392,66.4062,Gxy,-,16.01,,3.50603,1.15901,401341,0.66,0.63,,3,3140348,PGC,,,,,
11.3438,66.4287,Gxy,-,16.39,,2.9698,1.1594,401342,0.52,0.41,52.4,3,3140367,PGC,,,,,
12.7025,-16.4951,Gxy,-,16.58,,3.3255,-0.287893,401343,0.44,0.32,136,3,897426,PGC,,,,,
11.6294,66.2877,Gxy,-,16.84,,3.04458,1.15694,401344,0.58,0.2,104.7,3,3140264,PGC,,,,,
11.3273,66.1116,Gxy,-,16.7,,2.96548,1.15386,401345,0.4,0.3,74,3,3140182,PGC,,,,,
9.12403,-16.4866,Gxy,-,16.56,,2.38867,-0.287745,401346,0.37,0.27,40,3,897528,PGC,,,,,
11.3194,66.2165,Gxy,-,16.41,,2.96342,1.1557,401347,0.48,0.37,165.4,3,3140223,PGC,,,,,
11.4283,65.9107,Gxy,-,16.04,,2.99193,1.15036,401348,0.89,0.37,135.2,3,3140115,PGC,,,,,
22.1345,-16.482,Gxy,-,16.29,,5.79479,-0.287666,401349,0.51,0.31,116,3,897591,PGC,,,,,
11.3307,66.071,Gxy,-,16.77,,2.96638,1.15316,401350,0.49,0.33,122.1,3,3140170,PGC,,,,,
13.6328,65.7362,Gxy,-,16.7,,3.56905,1.14731,401351,0.47,0.36,115.1,3,3140037,PGC,,,,,
11.3575,65.7688,Gxy,-,16.73,,2.9734,1.14788,401352,0.42,0.26,86.5,3,3140054,PGC,,,,,
12.2404,-16.4751,Gxy,-,16.57,,3.20453,-0.287545,401353,0.62,0.33,71,3,897675,PGC,,,,,
1.33679,-16.4753,Gxy,-,16.86,,0.349971,-0.287547,401354,0.48,0.18,33,3,897678,PGC,,,,,
13.4703,65.8429,Gxy,-,16.94,,3.52653,1.14918,401355,0.59,0.27,107.9,3,3140088,PGC,,,,,
17.0613,65.5652,Gxy,-,16.49,,4.46665,1.14433,401356,0.56,0.48,124.2,3,3139956,PGC,,,,,
10.83,65.7001,Gxy,-,16.13,,2.83529,1.14668,401357,0.62,0.47,137.2,3,3140022,PGC,,,,,
14.1571,65.4517,Gxy,-,16.71,,3.70633,1.14235,401358,0.37,0.29,67.9,3,3139905,PGC,,,,,
0.01922,-16.4561,Gxy,-,16.34,,0.0050318,-0.287212,401359,0.78,0.32,97,3,897915,PGC,,,,,
21.4571,-16.4555,Gxy,-,16.82,,5.61744,-0.287203,401360,0.52,0.25,38,3,897927,PGC,,,,,
12.8783,-16.4519,Gxy,-,16.67,,3.37153,-0.28714,401361,0.42,0.37,54,3,897982,PGC,,,,,
12.0713,-16.4511,Gxy,-,16.44,,3.16025,-0.287126,401362,0.41,0.39,,3,897991,PGC,,,,,
11.4298,65.1094,Gxy,-,16.47,,2.9923,1.13637,401363,0.5,0.43,131.9,3,3139754,PGC,,,,,
23.0839,-19.9447,Gxy,-,16.27,,6.04334,-0.3481,401364,,,150,3,3094436,PGC,,,,,
10.7819,-16.4486,Gxy,-,16.76,,2.82268,-0.287082,401365,0.56,0.26,117,3,898018,PGC,,,,,
17.4162,64.9615,Gxy,-,16.59,,4.55956,1.13379,401366,0.54,0.37,84.2,3,3139653,PGC,,,,,
10.5553,64.9696,Gxy,-,16.77,,2.76337,1.13393,401367,0.43,0.36,98.4,3,3139661,PGC,,,,,
2.39099,-16.4467,Gxy,-,16.14,,0.62596,-0.287049,401368,0.69,0.42,48,3,898047,PGC,,,,,
9.95911,-16.444,Gxy,-,16.7,,2.60729,-0.287001,401369,0.37,0.32,91,3,898080,PGC,,,,,
23.0493,-16.4431,Gxy,-,16.53,,6.0343,-0.286985,401370,0.52,0.41,122,3,898091,PGC,,,,,
23.1375,-20.2506,Gxy,-,16.44,,6.05738,-0.35344,401371,,,,3,3094437,PGC,,,,,
11.5603,65.0146,Gxy,-,16.39,,3.02647,1.13472,401372,0.5,0.39,,3,3139694,PGC,,,,,
5.1684,-16.4393,Gxy,-,16.78,,1.35308,-0.286921,401373,0.4,0.24,17,3,898131,PGC,,,,,
4.5462,-16.4378,Gxy,-,16.58,,1.19019,-0.286894,401374,0.65,0.24,116,3,898151,PGC,,,,,
17.4087,64.9292,Gxy,-,16.66,,4.5576,1.13323,401375,0.59,0.36,88.3,3,3139623,PGC,,,,,
11.4327,64.9436,Gxy,-,16.02,,2.99308,1.13348,401376,0.74,0.57,136.7,3,3139637,PGC,,,,,
11.621,64.7461,Gxy,-,16.23,,3.04236,1.13003,401377,0.66,0.41,36.4,3,3139489,PGC,,,,,
11.6573,64.7882,Gxy,-,16.65,,3.05189,1.13077,401378,0.46,0.3,39.7,3,3139520,PGC,,,,,
11.5477,64.8282,Gxy,-,16.54,,3.02317,1.13146,401379,0.51,0.34,145,3,3139554,PGC,,,,,
14.4907,64.7079,Gxy,-,16.65,,3.79366,1.12937,401380,0.62,0.26,161.5,3,3139463,PGC,,,,,
1.77987,-16.4195,Gxy,-,16.39,,0.465969,-0.286575,401381,0.72,0.49,152,3,898384,PGC,,,,,
10.6183,64.5176,Gxy,-,16.84,,2.77987,1.12604,401382,0.39,0.31,124.9,3,3139347,PGC,,,,,
11.6623,64.549,Gxy,-,16.95,,3.05317,1.12659,401383,0.48,0.32,156.9,3,3139366,PGC,,,,,
14.0501,-16.4147,Gxy,-,16.14,,3.67831,-0.286491,401384,0.52,0.39,49.4,3,898443,PGC,,,,,
2.82806,-16.415,Gxy,-,16.64,,0.740384,-0.286496,401385,0.35,0.27,,3,898434,PGC,,,,,
11.7556,64.4399,Gxy,-,16.86,,3.07762,1.12469,401386,0.47,0.33,139.2,3,3139297,PGC,,,,,
13.3102,-16.4086,Gxy,-,16.68,,3.48459,-0.286384,401387,0.42,0.32,94,3,898515,PGC,,,,,
11.7544,64.4536,Gxy,-,16.62,,3.07729,1.12493,401388,0.52,0.47,,3,3139307,PGC,,,,,
14.2962,-16.4074,Gxy,-,16.55,,3.74275,-0.286364,401389,0.46,0.3,4,3,898540,PGC,,,,,
10.085,-16.4072,Gxy,-,16.09,,2.64026,-0.286359,401390,0.58,0.44,58,3,898544,PGC,,,,,
20.3233,-16.404,Gxy,-,16.79,,5.32062,-0.286304,401391,0.42,0.27,64,3,898580,PGC,,,,,
11.4071,64.3552,Gxy,-,16.21,,2.98637,1.12321,401392,0.52,0.43,42.8,3,3139219,PGC,,,,,
23.2709,-19.75,Gxy,-,16.4,,6.0923,-0.344702,401393,,,85,3,3094439,PGC,,,,,
